lat,lon,cod_ibge
-6.48990335775955,-41.4859266749931,220559
-29.6456747388318,-53.4708097959748,431843
-12.7409766872777,-55.6773772492919,510792
-21.5698962206168,-45.072202909569,316080
-6.15796467801234,-35.1211175562351,241320
-11.9836070162172,-38.8618624518472,292830
-0.802884741613001,-47.4960846518202,150430
-26.6343094562852,-52.7935838603543,420543
-16.4931436824436,-49.7666739224938,520280
-5.72298390487377,-42.1656630557643,220860
-10.0562143661179,-37.9571142885535,292420
-27.1723264249954,-48.5193802659662,420245
-27.2123343113484,-52.4874656864549,421187
-22.8254728068408,-42.9960431358506,330490
-21.3164695176165,-51.7363713178782,354710
-6.94527180574788,-38.3272836159296,251000
-2.26091410751049,-44.8693367140168,210312
-7.25911913856748,-38.3272459776951,251430
-10.2885806208329,-55.3364450878367,510880
-20.7774332017978,-50.345324747501,353286
-19.7623219768926,-42.0445632707688,315015
-7.88908706089105,-36.3250887546995,261250
-2.69043999963781,-44.631858353981,210135
-27.3421267897012,-52.1683373370421,431200
-23.2178499641071,-46.7597839368767,350960
-0.841528811833748,-47.7087538621077,150440
-6.60387341505833,-35.4113679994622,250360
-6.92845694322836,-40.9196594045707,220025
-21.1852987605249,-48.7784589355082,350370
-20.023152788853,-44.0681753660929,312980
-2.99224839065073,-41.3616017843842,220208
-29.5240513747919,-52.1352449027114,431215
-7.05179985499871,-42.7451804360895,220670
-6.91882868205105,-34.9090470420595,250860
-16.4763929349182,-49.293709306631,521973
-9.15263075677727,-64.3050388996174,110020
-4.92954415323389,-45.4004645948912,210596
-7.51864247675929,-35.4548016175063,260900
-19.0833320133466,-42.2316121436377,314995
-26.8080465190309,-49.2688161667164,421820
-4.82605155548175,-44.4808038802968,211030
-28.9945827134858,-51.6889351957439,430595
-14.5057549591207,-56.8587355995928,510130
-5.35375881031553,-36.1425911857939,240510
-3.2507895140655,-45.285031478676,210830
-29.5087503547402,-51.9194963658764,430780
-26.8546199132739,-52.5522576217122,420945
-7.43252705082096,-35.2987659884153,260360
-20.4001628434325,-43.1011712013249,310040
-15.5664037092621,-58.2957422463505,510710
-7.64439549322398,-36.6345395287967,250485
-3.7105458393879,-43.8535335714792,211270
-16.784846969721,-49.4536613540986,520005
-29.4595959174271,-51.2151787007722,431164
-6.58686338641358,-37.3596542329017,241340
-15.471838209873,-49.4396414101076,521870
-6.13384172900042,-38.3061589986176,240330
-1.99058888792664,-47.5121780592509,150405
-7.59573921937863,-35.098303529204,260460
-22.7246390699393,-51.8081266988715,412450
-10.187549626815,-59.8388566666331,510140
-8.61311350428753,-36.2010843169475,260670
-27.4608247267799,-51.771955247561,421310
-5.89232486330469,-35.6298544170062,241270
-5.8200152380355,-42.6270425219618,220554
-6.62134834178292,-36.2622864808413,250153
-3.19683610559083,-42.6142863578161,211023
-10.3312660455715,-62.9867263135239,110060
-6.05435639475285,-35.1729445017444,240820
-22.3689528379989,-47.1408394599745,351220
-22.9137743921471,-51.7974904239531,411640
-16.5768517837939,-50.1313617002104,522150
-8.11432358597166,-42.004110975464,220795
-16.5835750699777,-49.8468438189032,521440
-1.88350580475354,-47.9743573189943,150275
-24.079943176217,-51.7708210934858,411375
-22.8246857026901,-45.3031527713331,354075
-19.5702920613105,-44.1683320013163,311250
-16.442464602901,-49.073990707434,522119
-27.781809311958,-53.2385097870754,431936
-27.7544584193652,-54.8903232590348,431507
-6.23738740520242,-36.2085165185024,240210
-29.6135042387803,-50.995111766779,431990
-8.8355906377037,-35.6528136492228,261650
-22.9876844744991,-52.1617395399712,410670
-11.225315322831,-41.5683200046351,291835
-6.25507200094297,-38.4227644855568,240290
-23.6201038922534,-46.7861396689768,355280
-26.739536454527,-52.3899086994357,420253
-7.49835013577527,-40.2355370550514,260730
-1.58319195436024,-49.9876944718749,150280
-6.77392763669884,-37.1860607202703,240480
-22.7755891460256,-41.9495599585484,330023
-1.15602231656866,-47.3918074610739,150500
-6.78839141368267,-37.029672561432,251710
-21.321089551679,-42.8011954758444,312290
-13.4450552247045,-39.4236217640755,292575
-22.7753884330007,-46.4415488286422,353680
-7.21891382516197,-44.2024317812832,220080
-30.781602437968,-52.0039316390012,430544
-19.8296956883866,-42.4473723541282,312000
-22.3654743791714,-49.5419970123432,351565
-27.5671998359393,-52.4168503308333,430170
-23.7501541493023,-49.6321515110653,412400
-27.3648636401501,-53.1919706302661,430064
-26.8287072500741,-52.9762850064725,421290
-23.7334376304452,-50.1623946771059,411230
-21.6983467558368,-51.3736504936901,351580
-23.1139755121855,-53.2401239149567,412370
-10.3837394166297,-36.9589055236709,280430
-6.24356154457831,-38.9439049416116,230950
-13.2883102497774,-39.8564084328631,292790
-27.4305736730121,-49.0618260648417,421020
-28.2374571471084,-49.0151703913145,420150
-21.9422978832663,-45.9234657023977,316230
-29.3620465077121,-51.9647060207569,430100
-29.2828972309465,-51.9839196311844,430469
-26.8965405710446,-53.0397329325346,421730
-10.963224127141,-41.8607117284837,291850
-21.612192045201,-50.1915635453477,350110
-22.9520826772072,-49.8517830337412,353470
-24.6420466367529,-53.5086461551238,412795
-21.1778346492302,-43.0265747171792,316900
-27.5820812698536,-49.555890281642,420419
-28.4551022880616,-48.9436588399457,420395
-21.1210247406836,-44.2153427840121,315733
-21.2613429127283,-50.3505243071477,350650
-12.9314636156014,-39.5347445549169,291030
-8.98623765873288,-36.0402723106769,270830
-18.5156348208943,-42.648516126198,311205
-29.6370456225717,-51.9218541110354,430240
-27.0238996686337,-53.2625761926607,420310
-21.085633255843,-43.753410820177,315440
-21.3899811536707,-51.586608131949,355510
-11.4835378941733,-39.4027520702823,292610
-9.3790659410424,-35.5597219049492,270050
-17.8242446072147,-48.7809810862012,521878
-3.87632204066753,-38.4579503689794,230428
-23.4405036082513,-51.4275926230536,410150
-14.7393141876459,-49.3625407414023,520980
-5.47487636837893,-35.8736166087812,240580
-6.58824165440122,-37.8868000355199,250810
-22.3300869465657,-45.5181693295397,316320
-19.6405437974686,-44.0530803280327,314930
-29.4445771723441,-51.6396762056459,431475
-13.8170471820935,-39.585156472872,292275
-6.41063231485313,-36.2141455227777,240500
-21.1887403108246,-46.9465951727853,314320
-4.2144177539029,-43.2970291820864,210010
-6.90191330187969,-37.6121645951273,250450
-22.3198381372392,-44.9212894571314,313310
-12.8902611670215,-38.6588212087708,291610
-14.5708153790544,-43.1278195340238,293000
-23.3472312846242,-53.2894409941103,410725
-22.4455371925467,-46.1841642061144,310790
-21.1788347975928,-44.9338911597127,313040
-20.6623100167884,-42.4988302569898,310370
-21.5701792204593,-50.4599739171509,351190
-7.82419522589714,-35.8825982274897,261270
-13.8489779958409,-42.9240470981129,292105
-9.27237007788032,-37.6961814605422,270330
-21.9508065971458,-48.0270116666168,351930
-20.8734416025269,-48.8381065419849,350930
-27.8794430977178,-49.139065360203,420110
-5.53928629681265,-37.6554826703367,240370
-6.21766168056163,-35.3832233205354,240180
-6.41475777161174,-36.4484909014217,250620
-16.8194643259704,-50.1946837641558,521590
-7.06496989031682,-35.0007109761968,251370
-20.4782790332744,-50.9211817424371,350260
-21.9730829699634,-49.7928227034016,352580
-22.8205546319335,-43.4294929353793,330320
-9.22346422824487,-36.0384591405235,270110
-6.58867117302498,-43.1911949933556,210150
-7.39172448382357,-40.9774080785919,220157
-13.2168580514599,-40.0425742172909,291420
-5.1740175027593,-36.343735417021,240450
-9.23038532569589,-35.4066976382338,270870
-18.4510074971084,-42.3175823110339,317190
-4.50227530583132,-43.3831459407901,210030
-21.5132536380887,-48.1695431636521,353205
-3.64286063347269,-40.7287843891466,230400
-7.90737090271584,-37.0922780716798,250970
-29.0189103795224,-49.4749768507063,420195
-13.0836845963975,-41.0228572806262,291500
-7.59180027675071,-36.4017346243992,251394
-21.1933495236423,-49.569443736957,352950
-5.29010684703413,-35.952630431747,240880
-7.95236531214953,-35.382994057024,260540
-6.69674402604235,-41.3934727090581,220985
-28.6509857466496,-49.1257896572143,421545
-27.5023728304325,-49.4062193350417,420740
-29.1527503906218,-49.6135353576115,420207
-10.2683972120111,-37.9513407854803,290920
-23.548611692634,-47.8683359100992,350075
-21.1007562964271,-55.899249321182,500580
-4.94701501997163,-37.2090385983583,240440
-5.01448151177321,-42.469292626498,220040
-22.2023770135322,-55.58110575741,500660
-8.89106175269588,-36.7224742829598,261030
-21.1316108872665,-48.5296568955803,355310
-27.0922748672681,-51.3700739010087,420680
-21.7824162151988,-41.0800572632591,330500
-6.7331327284705,-35.2845961605463,250527
-29.8512002529032,-51.1762042035934,430770
-9.69151558298872,-37.3059718315416,270620
-28.7219748685204,-49.7394635910165,421125
-7.07578070156097,-40.8323193388081,221030
-26.8783461095653,-53.1902009279509,420470
-24.1653679935202,-53.5410994028439,410337
-15.8622989876649,-41.765472005484,312087
-22.0236401412872,-46.2715005445087,315920
-7.22091446907004,-36.8313652408092,251650
-27.4715783950757,-49.2569470646424,420980
-22.6320851594855,-48.6523476006896,350360
-17.084637234999,-40.7198661924484,313890
-6.30232459385064,-35.0870249986633,241500
-28.2334553732975,-55.5377179929063,430865
-20.1161186947675,-50.527660795566,351420
-8.54177589766275,-42.4787404917125,220535
-6.45028514415474,-35.6006624643267,240910
-20.4307788101679,-40.7734274350073,320334
-27.1120456206166,-53.7104749360344,420840
-21.712300622538,-48.629042811799,355270
-7.07213139337371,-40.0366736986819,231120
-26.8442146049537,-53.323642897904,420775
-8.96462686460198,-43.0077506815191,220955
-3.82339099427813,-42.1896851033969,220370
-7.74455435367815,-44.0922957188978,221063
-21.9137572008411,-46.6913095511796,350040
-25.2904783482554,-49.618137470947,410420
-11.13690835801,-40.5597769197215,291750
-22.1695634460245,-48.787952857687,350730
-6.35541548170006,-36.8248307740728,240300
-25.977185430271,-49.6558562871328,410410
-3.77416882916153,-41.8605795753986,221005
-10.8005327423732,-38.1271303762,280550
-10.4772013339153,-36.4714411299782,280070
-21.8776232545165,-43.0189111182612,313980
-9.39065191668845,-36.7682991217401,270255
-22.1980607086048,-46.6130967202622,310140
-27.1092905779884,-48.6331073823749,420830
-9.91369605051923,-37.4223982090174,280560
-11.0575658131703,-37.3179850432944,280320
-14.3480238528858,-41.8358796480297,292030
-27.5912797916001,-54.6563766220327,431505
-27.4215056827642,-51.9244331317397,420075
-21.6807971066508,-50.7170800593179,354380
-27.7232366957411,-51.4379747108386,430180
-20.855507075351,-42.9852135039852,314830
-21.8265291208951,-42.7467361413414,310150
-10.6537333379314,-36.8062435586526,280530
-21.6494209351528,-49.6828658219492,352710
-15.2224812448331,-39.1656925559297,293250
-6.40455308057082,-38.3172185470678,240725
-29.580286979461,-51.1567305864474,431080
-10.3911370893957,-45.1392194580561,220290
-16.135621987606,-43.664444211239,311270
-17.7040394775161,-42.2821795114593,310285
-4.00904545382811,-38.8138091129967,230770
-21.2871037594569,-43.4239011736897,314660
-4.6219540437676,-41.9601152916935,220271
-26.2454398676762,-53.5326029570191,410260
-16.0798196862166,-49.8220262234129,521040
-26.5906364515742,-48.7976692874062,421635
-4.92694002864768,-40.3356145727315,231320
-23.2495545101453,-51.6993538894853,410210
-21.7911220109327,-48.447353579598,351685
-25.6578726045504,-50.6203077289051,412150
-28.1314221069668,-52.7578066585415,430585
-20.4005260555822,-40.5128461528735,320510
-6.61775135040373,-42.5199572392948,220100
-16.225312266316,-44.9163758263981,313005
-24.9102161367448,-51.9258263660361,412385
-17.7541440111369,-50.3122358277761,522155
-7.18669339434676,-41.338033361607,220435
-20.6974598787646,-47.9053624278946,353430
-6.73748019324559,-38.2262149656361,251620
