lat,lon,terrai_cod,terrai_nom
-8.3803217149828,-47.4135647127904,23301,Kraolandia
-19.2172421671935,-41.3025972992046,23401,Krenak
-5.90356792013226,-46.9279941724228,23501,Krikati
-23.9424498959871,-46.620732307411,23602,Tenonde Porã
-7.20135201452893,-70.6202212078513,23701,Kulina do Medio Jurua
-9.45602844650746,-71.4057717587929,23801,Kulina do Rio Envira
-4.49522616710168,-69.9015511325552,25401,Lauro Sodré
-20.334002110855,-55.6893014488926,25701,Limão Verde
-3.59936449981644,-59.996980676594,27401,Lago do Marinheiro
2.60258024440154,-60.4717976608544,26101,Malacacheta
3.27065526862213,-61.4057438150635,26301,Mangueira
-3.19574337814615,-64.8310864216906,27001,Marajai
-25.0549001009523,-51.4019825188684,27501,Marrecas
-16.154614644071,-39.009518570941,28001,Mata Medonha
-16.8742581289498,-40.5812925867243,28301,Maxacali
-27.4621112267841,-48.6457329523434,28401,Mbiguaçu
-23.5595673203274,-50.0709628915119,35601,Pinhalzinho
-12.1920556605672,-58.4174066755037,28801,Menkü
-3.56567963583098,-59.2209632006535,30401,Natal/Felicidade
-6.7768500706696,-35.0533689978875,37001,Potiguara de Monte-Mor
-23.9445715390048,-55.3743327827343,37101,Potrero Guaçu
-3.80727964551764,-59.1508997996413,29101,Miguel/Josefa
-9.44965926131701,-38.5898846954404,32301,Pankararé
-7.54758830659596,-73.0884489752821,37201,Poyanawa
-28.3598574284114,-51.7085402385844,29301,Monte Caseros
-9.14548748888708,-38.2032323340899,32401,Pankararu
-12.1553041324621,-62.6423664501121,38601,Rio Branco
-27.7875599434506,-48.6473279503274,29601,Morro dos Cavalos
-21.1572983186807,-55.7377719011412,30601,Nioaque
-3.41077748696281,-68.3393988661351,41501,São Francisco do Canimari
-5.67003397487657,-60.7499860792813,35401,Pinatuba
-3.47661653712943,-51.8058540780825,32601,Paquiçamba
3.49525214650669,-60.6718067629021,31501,Ouro
-11.3696927630167,-65.1034308309014,31601,Pacaas Novas
-16.8642185464015,-56.1900242301445,34901,Perigara
-26.4869752902409,-48.8282792410205,35801,Pirai
-22.0083309839964,-56.0403056062804,36001,Pirakua
3.40278359525471,-61.1041823178465,36301,Pium
3.6057458966366,-60.8799130755181,36401,Ponta da Serra
-13.5660965051058,-57.3494605373002,36501,Ponte de Pedra
-6.09421646350245,-45.6368052779868,36601,Porquinhos
-6.21488983107681,-45.6013627882421,36602,Porquinhos dos Kanela Apãnjekra
-23.7865742842279,-54.5875830738613,36701,Porto Lindo
-23.7677688293422,-54.5458256080457,36702,Yvy-Katu
2.88444256138517,-61.3139858398757,37701,Raimundão
-23.7129565003759,-45.8050425275343,38102,Ribeirão Silveira
-25.7612475117644,-51.2392899261976,38301,Rio Areia
-1.16279186736526,-69.2632677410596,38201,Rio Apaporis
-23.999513387815,-46.6627457208379,38701,Rio Branco Itanhaém
-26.4778349164338,-50.9842485085087,39201,Rio dos Pardos
-14.5092275868693,-58.0829534950664,39301,Rio Formoso
-6.18513744328969,-61.5244305446417,39701,Rio Manicoré
-5.70340544132747,-45.2283876616133,40601,Rodeador
-24.3495744622343,-47.1161513968849,42501,Serra do Itatins
-11.9160385031123,-64.9704469925621,40801,Sagarana
-23.7424299647447,-50.7578827713646,41601,São Jeronimo
3.2337418312036,-60.9728894288316,46501,Truaru
-14.755463481457,-59.6467315672668,42101,Paukalirajausu
3.25245880240704,-60.6859889556803,42401,Serra da Moça
-10.9587341825015,-61.1885329396285,43001,Sete de Setembro
-5.93651140208638,-48.6927590811176,43201,Sororó
2.68694259079895,-60.5712346603112,43501,Tabalascada
-4.47004851832346,-69.8279601487684,46901,Tukuna Porto Espiritual
-16.5299688261644,-54.5132848858425,43701,Tadarimana
-10.635478033478,-50.6815019328996,44001,Tapirapé/Karajá
-29.7166478010451,-50.239900211131,49001,Varzinha
-14.9320800467798,-44.1238370327027,50001,Xakriabá Rancharia
-20.2483884252172,-56.0541597670178,44402,Taunay/Ipegue
-4.34836372372379,-69.4440225599655,45301,Tikúna de Feijoal
-27.1600601810316,-52.5271564542598,45601,Toldo Chimbangue
-27.1338950966764,-52.517661268809,45701,Toldo Chimbangue II
-2.78261974881337,-67.7063866013265,53601,Santa Cruz da Nova Aliança
-27.8096459292869,-52.2201859881932,53801,Mato Preto
-4.48290698598122,-69.5450252141479,53901,Sururuá
-27.457288310721,-52.6427545709186,54001,Votouro/Kandoia
-3.71126950835125,-60.4823750676783,54101,Vista Alegre
-3.74146172761089,-38.686216726148,54601,Tapeba
-3.72199443449531,-59.2655328484731,46101,Trincheira
-4.39820190274324,-69.9949568819097,46801,Tikuna de Santo Antonio
-10.6319591983229,-38.7318200041316,69901,Fazenda Sítio
-8.42485980505096,-36.8307854334446,70201,Xukuru de Cimbres
-4.26483899432173,-69.8862502433364,47001,Tukuna Umariaçu
-2.29428868100559,-48.3382602461763,47301,Turé/Mariquita
-2.28572123566758,-48.3519243260056,47401,Turé/Mariquita II
3.53602649305671,-51.4986618618619,47601,Uaça
-14.3487836780868,-59.3246310101333,47901,Uirapuru
-14.9986871665091,-57.0511925923681,48001,Umutina
-1.31946184810891,-66.7393307125387,48101,Uneiuxi
-1.38170052374438,-66.7078847622105,48102,Uneiuxi
-5.37523279903167,-45.9167092196908,48401,Urucu/Juruá
-21.8017840284448,-50.3827244910616,48801,Vanuire
-9.38831617374255,-36.6241499331742,50701,Xukuru-Kariri
-8.32377159949633,-36.7686502026834,50801,Xukuru
-9.75273593070096,-71.2261146200559,51301,Riozinho do Alto Envira
-4.25222318273556,-69.520169330862,51501,Sapotal
-2.76814572433228,-67.6786788694358,52201,Barro Alto
-2.9427654141481,-69.0542447844106,52701,Lago do Correio
-4.54741718771452,-69.8714551160793,52801,Guanabara
-3.51313731177076,-59.4549168985018,53201,Ponciano
-12.9293208404745,-52.8385862425599,55201,Pequizal do Naruvôtu
-2.35024196276365,-47.9683830938679,65401,Maracaxi
-3.25112476041979,-55.0275037470743,58001,Munduruku-Taquara
-3.07525489719557,-48.0403024747188,58901,Sarauá
-8.66981966906351,-39.3799137911918,59201,Tumbalalá
-19.9483499631347,-40.167297627139,59301,Caieiras Velha II
0.62363188586066,-66.9452470493869,59601,Cué Cué/ Marabitanas
-9.00005843588548,-59.9631545610793,61401,Kawahiva do Rio Pardo (restrição de uso)
-11.0109575508114,-49.899750184507,62301,Krahó-Kanela
-10.1767936275137,-50.2310660666507,62401,Utaria Wyhyna/Iròdu Iràna
-3.05128873974342,-55.0076563250953,62501,Bragança-Marituba
-7.3884109988234,-61.9194172804435,62901,Tenharim Marmelos (Gleba B)
-5.93295925266736,-48.8089035221511,63901,Tuwa Apekuokawera
-17.6404009127006,-41.6691078208781,65701,Hãm Yîxux
-26.6560623395578,-52.4266116017276,64901,Xapecó (Pinhalzinho-Canhadão)
-3.18198527064007,-39.4339831048327,70601,Tremembé da Barra do Mundaú
-24.5345753627609,-48.2161453082611,73720,Takuari
-25.0046455351759,-54.0498088343146,65601,Tekoha Itamarã
